series_id,detector,operator,r,r_over_m,position,a,n_interior,n_boundary,n_untouched,dS_interior_mean,dS_boundary_mean,max_before,max_after,p99_normal,false_alarm,false_alarm_before,untouched_max_abs_delta,untouched_frac_bitexact,interior_min,interior_max,interior_n_unique,inc_full_max_abs_diff,inc_full_max_abs_diff_sq,inc_full_D_at_worst,t_incremental_s,t_full_s,t_operator_s,fill_min,fill_max,cr_j,cr_dist
66,R,SampleMean,52,2,0,4126,27,50,9896,0.7723217909604371,0.503336448743718,0.1151633074730429,0.8493458119830642,0.26374787319419757,True,False,2.3051005548779813e-14,0.8760105092966856,0.8493458119830628,0.8493458119830642,8,2.3051005548779813e-14,1.2212453270876722e-14,0.0770640744590112,0.004849541997828055,0.10776762499881443,5.7249999372288585e-05,0.04073601280516217,0.04073601280516217,,
66,Z,OutOfDistHigh,52,2,0,4126,27,50,9896,4.8531944580498205,3.1958060111346134,0.36273654768927854,6.054384343325476,0.8045214677902984,True,False,6.153633158589855e-12,0.8163904607922393,5.0990195135927845,5.0990195135927845,1,6.153633158589855e-12,2.6498733762814197e-12,0.21530974718002227,0.005719500004488509,0.041238083998905495,5.93330041738227e-05,34.92041229332137,34.92041229332137,,
66,R,OutOfDistHigh,52,2,0,4126,27,50,9896,177.3776898643964,118.6893994488871,0.1151633074730429,177.45471388541904,0.26374787319419757,True,False,1.743721694813516e-10,0.8253839935327405,177.454713885419,177.45471388541904,2,1.743721694813516e-10,3.0545900878142795e-11,0.0875882251462277,0.004674832998716738,0.11120574999949895,5.93330041738227e-05,34.92041229332137,34.92041229332137,,
66,Z,Inverse,52,2,0,4126,27,50,9896,2.296525921966643,3.928136024711675,0.36273654768927854,5.840744632282252,0.8045214677902984,True,False,2.1890822488046524e-13,0.8490299110751819,2.3428650306225194,2.836477324814519,27,2.1890822488046524e-13,1.509903313490213e-13,0.18460575959500006,0.0056687079995754175,0.041920083000150044,5.1957998948637396e-05,0.09608315280516219,0.6325742928051622,,
66,R,Inverse,52,2,0,4126,27,50,9896,1.235332690737498,1.0455618966061366,0.1151633074730429,1.4820795795782065,0.26374787319419757,True,False,5.2437221231826925e-14,0.836802748585287,1.2798826403282266,1.351755560187885,27,5.2437221231826925e-14,1.021405182655144e-14,0.04657463494110351,0.0046030420053284615,0.10987849999946775,5.1957998948637396e-05,0.09608315280516219,0.6325742928051622,,
66,Z,UniformNoise100,52,2,0,4126,27,50,9896,5.784148509732693,3.935307846903924,0.36273654768927854,6.581450102892267,0.8045214677902984,True,False,1.3700152123874432e-13,0.8700485044462409,5.480198251928556,6.528133780786549,27,1.3700152123874432e-13,4.263256414560601e-13,0.18962576559244645,0.00558525000087684,0.04363141700014239,0.00018237499898532405,-0.1522685793703099,0.22495878416960252,,
66,R,UniformNoise100,52,2,0,4126,27,50,9896,0.8217420031904934,0.6319215567728509,0.1151633074730429,0.989149598541835,0.26374787319419757,True,False,1.3447576385772209e-14,0.874090541632983,0.8286421130144664,0.989149598541835,27,1.3447576385772209e-14,3.9968028886505635e-15,0.09903662717826603,0.00500833299884107,0.10926529100106563,0.00018237499898532405,-0.1522685793703099,0.22495878416960252,,
66,Z,LinearInterpolation,52,2,0,4126,27,50,9896,2.6755049093188084,2.5828289948429917,0.36273654768927854,5.9009152794668,0.8045214677902984,True,False,1.6744938768908924e-13,0.8646928051738076,2.921329964861566,2.9213299648618967,27,5.728750807065808e-13,3.346656285430072e-12,2.921329964861232,0.005809125002997462,0.041438291998929344,0.00030112499371171,-0.20083299905660373,-0.17319299094339624,,
66,R,LinearInterpolation,52,2,0,4126,27,50,9896,1.1704989855188628,0.6282111599620509,0.1151633074730429,1.2965535356180127,0.26374787319419757,True,False,2.5604518505417673e-14,0.8451899757477769,1.225228314582013,1.2702208228292249,27,2.8380076066980564e-14,6.231126725708691e-15,0.06259231929182922,0.004797082998265978,0.10593166600301629,0.00030112499371171,-0.20083299905660373,-0.17319299094339624,,
66,Z,NearestNeighborWindow,52,2,0,4126,27,50,9896,0.0014538360053601923,0.08047869111903143,0.36273654768927854,0.5709910252331799,0.8045214677902984,False,False,1.4746537324583642e-13,0.8642886014551334,0.20180258127161613,0.30438996883670844,27,3.747835375378372e-13,1.9050039323786905e-13,0.24645423022917004,0.005748832998506259,0.04244170800666325,5.558399425353855e-05,-0.25167508,0.28871192000000007,,
66,R,NearestNeighborWindow,52,2,0,4126,27,50,9896,0.0026784308524091444,0.002619804118674797,0.1151633074730429,0.12147237272279694,0.26374787319419757,False,False,1.4072076837123859e-14,0.9142077607113985,0.06267065828154016,0.10362200539350946,27,2.5590640717609858e-14,3.2760252843822002e-15,0.0640058493555072,0.004754207999212667,0.10551500000292435,5.558399425353855e-05,-0.25167508,0.28871192000000007,,
66,Z,ContextReconstruct,52,2,0,4126,27,50,9896,-0.24582503632693276,-0.03542910651433042,0.36273654768927854,0.49532994397685487,0.8045214677902984,False,False,2.1890822488046524e-13,0.8604486661277284,0.0,1.519626234052415e-07,3,1.519626234052415e-07,1.6163459459761498e-13,1.519626234052415e-07,0.005593083995336201,0.04268887500074925,0.0008349999989150092,-0.23163936000000007,0.2842846,383,0.24776253728687564
66,R,ContextReconstruct,52,2,0,4126,27,50,9896,-0.0033039667545206155,0.009732823693771809,0.1151633074730429,0.11288193185409319,0.26374787319419757,False,False,1.5862311464331924e-14,0.9113783346806791,0.05979087037678169,0.08981230580494344,27,2.5424107263916085e-14,4.721917301608869e-15,0.0655089987232777,0.004451166998478584,0.1055612909985939,0.0008349999989150092,-0.23163936000000007,0.2842846,383,0.24776253728687564
66,Z,Zero,104,4,0,4126,79,50,9844,4.8137276686192525,3.0169168501557153,0.4712312794458636,5.99616733650604,0.8045214677902984,True,False,1.6744938768908924e-13,0.8745428687525396,5.0990195135927845,5.0990195135927845,1,1.6744938768908924e-13,3.197442310920451e-13,0.1896257655924769,0.005977624998195097,0.04149808300280711,5.7207995268981904e-05,0.04073601280516216,0.04073601280516216,,
66,R,Zero,104,4,0,4126,79,50,9844,0.7722947938601998,0.48188047690414215,0.12483598452257133,0.8493458119830652,0.26374787319419757,True,False,1.907501934184097e-14,0.8585940674522552,0.8493458119830629,0.8493458119830652,13,1.907501934184097e-14,1.3211653993039363e-14,0.046574634941032,0.005495375000464264,0.10687999999936437,5.7207995268981904e-05,0.04073601280516216,0.04073601280516216,,
66,Z,SampleMean,104,4,0,4126,79,50,9844,4.8137276686192525,3.0169168501557153,0.4712312794458636,5.99616733650604,0.8045214677902984,True,False,1.8762769116165146e-13,0.8743396993092238,5.0990195135927845,5.0990195135927845,1,1.8762769116165146e-13,3.197442310920451e-13,0.18460575959496878,0.005788999995274935,0.043482917004439514,5.879200034542009e-05,0.04073601280516217,0.04073601280516217,,
66,R,SampleMean,104,4,0,4126,79,50,9844,0.7722947938601996,0.48188047690414215,0.12483598452257133,0.8493458119830651,0.26374787319419757,True,False,1.5557000132560006e-14,0.8566639577407558,0.8493458119830626,0.8493458119830651,13,1.5557000132560006e-14,1.3433698597964394e-14,0.08565571057429947,0.005557666998356581,0.11221950000617653,5.879200034542009e-05,0.04073601280516217,0.04073601280516217,,
66,Z,OutOfDistHigh,104,4,0,4126,79,50,9844,4.8137276686192525,3.188245184985407,0.4712312794458636,6.05433566959388,0.8045214677902984,True,False,7.48090478452923e-12,0.8154205607476636,5.0990195135927845,5.0990195135927845,1,7.48090478452923e-12,3.2214231282523542e-12,0.215309747178695,0.0059552090024226345,0.042570791993057355,5.108299956191331e-05,34.92041229332137,34.92041229332137,,
66,R,OutOfDistHigh,104,4,0,4126,79,50,9844,177.37766286729615,118.67172016416953,0.12483598452257133,177.45471388541907,0.26374787319419757,True,False,1.4735136721899522e-10,0.8270012190166599,177.45471388541898,177.45471388541907,4,1.4735136721899522e-10,4.3060728593946607e-11,0.05717209236774694,0.005534042000363115,0.10791570899891667,5.108299956191331e-05,34.92041229332137,34.92041229332137,,
66,Z,Inverse,104,4,0,4126,79,50,9844,2.22640746685319,3.993949596740367,0.4712312794458636,5.724920788086435,0.8045214677902984,True,False,2.970956813896919e-13,0.8380739536773669,2.12367103644298,2.8611845376755323,79,2.970956813896919e-13,1.9052814881348468e-13,0.18460575959507824,0.005973792001896072,0.04074316599871963,5.358300404623151e-05,0.09608315280516219,0.6668742328051622,,
