num,n,train_end,w,a,b,L,L_over_w,n_windows,max_abs_delta,t_patch_s,identity_bitexact,identity_ai_zero,scale_ok,unperturbed_vs_gate1_max_abs
65,10001,3000,26,3761,3768,7,0.2692307692307692,32,9.875433804040767e-14,0.0022094169980846345,True,True,True,1.5776269179923474e-13
65,10001,3000,26,6771,6778,7,0.2692307692307692,32,6.550315845288424e-14,0.0024874590017134324,True,True,True,7.169542737273105e-13
65,10001,3000,26,8905,8931,26,1.0,51,1.5284995491526843e-13,0.0020015830086776987,True,True,True,4.0026315595298456e-13
65,10001,3000,26,6150,6157,7,0.2692307692307692,32,6.23945339839338e-14,0.0018538330041337758,True,True,True,1.234568003383174e-13
65,10001,3000,26,3048,3074,26,1.0,51,4.218847493575595e-14,0.0025482080091023818,True,True,True,1.0874634526203408e-13
65,10001,3000,26,3449,3456,7,0.2692307692307692,32,5.81756864903582e-14,0.0018027909973170608,True,True,True,4.0800696154974503e-13
65,10001,3000,26,9173,9186,13,0.5,38,4.6851411639181606e-14,0.001860791991930455,True,True,True,9.869882688917642e-14
65,10001,3000,26,8299,8325,26,1.0,51,1.0114131754335176e-13,0.001869290994363837,True,True,True,1.7263968032921184e-13
65,10001,3000,26,5195,5202,7,0.2692307692307692,32,7.677192215282957e-14,0.0021555839921347797,True,True,True,2.2479240691097857e-13
65,10001,3000,26,7747,7760,13,0.5,38,7.505107646466058e-14,0.001918082998599857,True,True,True,4.3232084578903596e-13
65,10001,3000,26,8217,8230,13,0.5,38,2.2870594307278225e-14,0.0024659170012455434,True,True,True,2.7144952952085077e-13
65,10001,3000,26,5912,5925,13,0.5,38,3.1635805086693836e-13,0.0016489999979967251,True,True,True,2.737809978725636e-13
65,10001,3000,26,9910,9917,7,0.2692307692307692,32,7.505107646466058e-14,0.0023767919919919223,True,True,True,2.615685446016869e-13
65,10001,3000,26,4755,4768,13,0.5,38,2.7977620220553945e-14,0.002294582998729311,True,True,True,4.716227408607665e-13
65,10001,3000,26,8460,8473,13,0.5,38,2.353672812205332e-14,0.002142625002306886,True,True,True,2.9770630405323573e-13
65,10001,3000,26,7977,8003,26,1.0,51,3.2424063434177697e-13,0.002076791992294602,True,True,True,2.9504176879413535e-13
65,10001,3000,26,7234,7241,7,0.2692307692307692,32,4.196643033083092e-14,0.0020524579886114225,True,True,True,1.0191847366058937e-13
65,10001,3000,26,6932,6939,7,0.2692307692307692,32,6.417089082333405e-14,0.0017013330070767552,True,True,True,1.7424950371491832e-13
66,9998,3700,26,4257,4264,7,0.2692307692307692,32,6.750155989720952e-14,0.0024017499963520095,True,True,True,1.2390088954816747e-13
66,9998,3700,26,7480,7506,26,1.0,51,1.2401191185062999e-13,0.0024215000012191013,True,True,True,6.039613253960852e-13
66,9998,3700,26,6708,6721,13,0.5,38,1.496580637194711e-13,0.002182625001296401,True,True,True,1.1235457009206584e-13
66,9998,3700,26,6222,6229,7,0.2692307692307692,32,1.340039190722564e-13,0.0019621670071501285,True,True,True,2.3275825711266407e-13
66,9998,3700,26,5305,5312,7,0.2692307692307692,32,1.0813572259849025e-13,0.002553874990553595,True,True,True,2.609024107869118e-13
66,9998,3700,26,8806,8813,7,0.2692307692307692,32,3.375077994860476e-14,0.002269874996272847,True,True,True,2.1438406605511773e-13
66,9998,3700,26,4124,4137,13,0.5,38,6.261657858885883e-14,0.0026259579899488017,True,True,True,3.160249839595508e-13
66,9998,3700,26,7402,7428,26,1.0,51,7.993605777301127e-14,0.002224750001914799,True,True,True,2.3581137043038325e-13
66,9998,3700,26,6314,6340,26,1.0,51,4.6629367034256575e-14,0.002561084009357728,True,True,True,9.264811140496931e-14
66,9998,3700,26,6550,6563,13,0.5,38,7.37188088351104e-14,0.0019004159985342994,True,True,True,3.0375701953744283e-13
66,9998,3700,26,6946,6959,13,0.5,38,9.259260025373806e-14,0.002005457994528115,True,True,True,3.0050961719041425e-13
66,9998,3700,26,3737,3744,7,0.2692307692307692,32,7.038813976123492e-14,0.0021489579958142713,True,True,True,1.6497914145929826e-13
66,9998,3700,26,5728,5754,26,1.0,51,2.2004620348070603e-13,0.0022174589976202697,True,True,True,3.4661162828797387e-13
66,9998,3700,26,5414,5440,26,1.0,51,8.093525849517391e-14,0.0025912499986588955,True,True,True,2.2570834090629432e-13
66,9998,3700,26,9035,9048,13,0.5,38,4.6851411639181606e-14,0.002407915992080234,True,True,True,1.503241975342462e-13
66,9998,3700,26,9574,9581,7,0.2692307692307692,32,1.617594946878853e-13,0.0017585839959792793,True,True,True,3.2901459334766514e-13
66,9998,3700,26,5525,5538,13,0.5,38,1.454392162258955e-13,0.0024857499956851825,True,True,True,4.002909115286002e-13
66,9998,3700,26,4320,4346,26,1.0,51,5.417888360170764e-14,0.0021960420126561075,True,True,True,1.7488788195407778e-13
66,9998,3700,26,3831,3838,7,0.2692307692307692,32,2.453592884421596e-13,0.002007458999287337,True,True,True,2.366162821232365e-13
66,9998,3700,26,8743,8750,7,0.2692307692307692,32,9.048317650695026e-14,0.0017149170016637072,True,True,True,2.7688962234151404e-13
74,36001,4000,188,21906,21953,47,0.25,234,2.842170943040401e-14,0.006853124999906868,True,True,True,7.904787935331115e-14
