num,rid,train_end,w,kind,length,L,op,n_A,n_B,n,c,t_op,t_patch,no_donor
32,17,1000,178,normal,0.25w,45,B2_global_mean,222,823,7321,44,2.7332993340678513e-05,0.003085790987825021,False
32,17,1000,178,normal,0.25w,45,B3_local_mean,222,823,7321,44,0.0001703750021988526,0.002412292000371963,False
32,17,1000,178,normal,0.25w,45,B4_linear_interp,222,823,7321,44,3.691599704325199e-05,0.002734125009737909,False
32,17,1000,178,normal,0.25w,45,B5_gaussian,222,823,7321,44,0.00012179100303910673,0.003267874999437481,False
32,17,1000,178,normal,0.25w,45,B6_shuffle,222,823,7321,44,6.712500180583447e-05,0.0031892080005491152,False
32,17,1000,178,normal,0.25w,45,recon_test,222,823,7321,44,0.0015581249899696559,0.0025355830002808943,False
32,17,1000,178,normal,0.25w,45,recon_train,222,823,7321,44,0.000298250000923872,0.002530375000787899,False
32,17,1000,178,normal,0.25w,45,identity,222,823,7321,44,2.229200617875904e-05,0.0028034579881932586,False
32,18,1000,178,normal,0.25w,45,(before),222,823,7321,44,0.0,0.002907875008531846,False
32,18,1000,178,normal,0.25w,45,B1_zero,222,823,7321,44,3.7165998946875334e-05,0.0035949580051237717,False
32,18,1000,178,normal,0.25w,45,B2_global_mean,222,823,7321,44,5.4333009757101536e-05,0.003246916996431537,False
32,18,1000,178,normal,0.25w,45,B3_local_mean,222,823,7321,44,8.608300413470715e-05,0.0030502500012516975,False
32,18,1000,178,normal,0.25w,45,B4_linear_interp,222,823,7321,44,7.145800918806344e-05,0.0032127090089488775,False
32,18,1000,178,normal,0.25w,45,B5_gaussian,222,823,7321,44,9.250000584870577e-05,0.0030764580005779862,False
32,18,1000,178,normal,0.25w,45,B6_shuffle,222,823,7321,44,4.4832995627075434e-05,0.0025647919974289834,False
32,18,1000,178,normal,0.25w,45,recon_test,222,823,7321,44,0.0011007080029230565,0.002214291991549544,False
32,18,1000,178,normal,0.25w,45,recon_train,222,823,7321,44,0.00020000000949949026,0.0023691660026088357,False
32,18,1000,178,normal,0.25w,45,identity,222,823,7321,44,8.167000487446785e-06,0.002389916990068741,False
32,19,1000,178,normal,0.25w,45,(before),222,823,7321,44,0.0,0.00265762499475386,False
32,19,1000,178,normal,0.25w,45,B1_zero,222,823,7321,44,1.9584011170081794e-05,0.00263799999083858,False
32,19,1000,178,normal,0.25w,45,B2_global_mean,222,823,7321,44,8.629201329313219e-05,0.0027276670007267967,False
32,19,1000,178,normal,0.25w,45,B3_local_mean,222,823,7321,44,0.0001676660031080246,0.0032119999959832057,False
32,19,1000,178,normal,0.25w,45,B4_linear_interp,222,823,7321,44,3.924999327864498e-05,0.0023032919998513535,False
32,19,1000,178,normal,0.25w,45,B5_gaussian,222,823,7321,44,0.00023312499979510903,0.0031464999919990078,False
32,19,1000,178,normal,0.25w,45,B6_shuffle,222,823,7321,44,2.5792003725655377e-05,0.0023284159979084507,False
32,19,1000,178,normal,0.25w,45,recon_test,222,823,7321,44,0.001589041989063844,0.0029420829960145056,False
32,19,1000,178,normal,0.25w,45,recon_train,222,823,7321,44,0.0001847079984145239,0.0035601669951574877,False
32,19,1000,178,normal,0.25w,45,identity,222,823,7321,44,1.9540995708666742e-05,0.0034014159900834784,False
32,20,1000,178,normal,0.5w,89,(before),266,823,7321,44,0.0,0.002544500006479211,False
32,20,1000,178,normal,0.5w,89,B1_zero,266,823,7321,44,3.1458999728783965e-05,0.0029660419968422502,False
32,20,1000,178,normal,0.5w,89,B2_global_mean,266,823,7321,44,3.104099596384913e-05,0.003357999987201765,False
32,20,1000,178,normal,0.5w,89,B3_local_mean,266,823,7321,44,0.00018095900304615498,0.0029315000138012692,False
32,20,1000,178,normal,0.5w,89,B4_linear_interp,266,823,7321,44,8.537500980310142e-05,0.0023701669997535646,False
32,20,1000,178,normal,0.5w,89,B5_gaussian,266,823,7321,44,0.00010637500963639468,0.0026408750127302483,False
32,20,1000,178,normal,0.5w,89,B6_shuffle,266,823,7321,44,4.2374987970106304e-05,0.003399375011213124,False
32,20,1000,178,normal,0.5w,89,recon_test,266,823,7321,44,0.0009616250026738271,0.0034103330108337104,False
32,20,1000,178,normal,0.5w,89,recon_train,266,823,7321,44,0.00032812499557621777,0.0032989579922286794,False
32,20,1000,178,normal,0.5w,89,identity,266,823,7321,44,3.100000321865082e-05,0.002920832994277589,False
