series_id,content_group,domain,am,K,g,omega_len,gt_len,gt_shorter_than_g,chance,oracle_rma,oracle_rra,neg_mass_ratio,rma_relu,rra_relu,nrma_relu,nrra_relu,rma_abs,rra_abs,nrma_abs,nrra_abs
96,cg013,ECG,Random,13,41,531,201,False,0.3785310734463277,0.9813129474578327,0.9800995024875622,0.0,0.4281416183736474,0.5970149253731343,0.0823026488788759,0.3631903560414914,0.4281416183736474,0.5970149253731343,0.0823026488788759,0.3631903560414914
96,cg013,ECG,FeatureAblation,13,41,531,201,False,0.3785310734463277,0.9813129474578327,0.9800995024875622,0.3127335660768227,0.9929196093976461,0.31840796019900497,1.0192551608471092,-0.09994393047378754,0.7256482849811866,0.39303482587064675,0.5758587417780145,0.024109896271376476
96,cg013,ECG,KernelSHAP,13,41,531,201,False,0.3785310734463277,0.9813129474578327,0.9800995024875622,0.0,0.8353763495058553,0.9800995024875622,0.7578948468029216,1.0,0.8353763495058553,0.9800995024875622,0.7578948468029216,1.0
96,cg013,ECG,MPNative,13,41,531,201,False,0.3785310734463277,0.9813129474578327,0.9800995024875622,0.0,0.8187537285298755,0.39303482587064675,0.7303183358083948,0.024109896271376476,0.8187537285298755,0.39303482587064675,0.7303183358083948,0.024109896271376476
102,cg043,Acceleration,Random,23,11,251,161,False,0.6414342629482072,0.9808018068887633,0.9751552795031055,0.0,0.6540991837113955,0.7142857142857143,0.03731918679119995,0.21830045973602266,0.6540991837113955,0.7142857142857143,0.03731918679119995,0.21830045973602266
102,cg043,Acceleration,FeatureAblation,23,11,251,161,False,0.6414342629482072,0.9808018068887633,0.9751552795031055,6.913957068600391e-13,0.5335665441439696,0.6770186335403726,-0.31784924849245955,0.10662909684116852,0.5335665441440588,0.577639751552795,-0.31784924849219687,-0.1911612042117752
102,cg043,Acceleration,KernelSHAP,23,11,251,161,False,0.6414342629482072,0.9808018068887633,0.9751552795031055,0.47117666535943875,0.7901997901782676,0.6086956521739131,0.438361092232551,-0.09810173513273009,0.7305737874682993,0.7018633540372671,0.262663669852017,0.18107667210440462
102,cg043,Acceleration,MPNative,23,11,251,161,False,0.6414342629482072,0.9808018068887633,0.9751552795031055,0.0,0.5896880892794786,0.6335403726708074,-0.15247826314761695,-0.023654159869494325,0.5896880892794786,0.6335403726708074,-0.15247826314761695,-0.023654159869494325
123,cg015,ECG,Random,18,31,549,301,False,0.5482695810564663,0.9787804093880614,0.9767441860465116,0.0,0.5225248389419881,0.6910299003322259,-0.05980045197527216,0.33318268483864133,0.5225248389419881,0.6910299003322259,-0.05980045197527216,0.33318268483864133
123,cg015,ECG,FeatureAblation,18,31,549,301,False,0.5482695810564663,0.9787804093880614,0.9767441860465116,0.08819589496683655,0.4180097088627323,0.5083056478405316,-0.30257048980287915,-0.09327024927618102,0.3811429684848525,0.4983388704318937,-0.38820536342674,-0.11653131840971681
123,cg015,ECG,KernelSHAP,18,31,549,301,False,0.5482695810564663,0.9787804093880614,0.9767441860465116,0.11614076531482852,0.4671310419213825,0.5581395348837209,-0.18847037936195166,0.023035096391497808,0.46234501009525686,0.4850498338870432,-0.19958747912149422,-0.1475460772544311
123,cg015,ECG,MPNative,18,31,549,301,False,0.5482695810564663,0.9787804093880614,0.9767441860465116,0.0,0.38957024171026744,0.4219269102990033,-0.36863030823457665,-0.2948661817668244,0.38957024171026744,0.4219269102990033,-0.36863030823457665,-0.2948661817668244
128,cg019,Gait,Random,12,54,648,214,False,0.33024691358024694,0.990827275874005,0.9906542056074766,0.0,0.25050474052725835,0.2523364485981308,-0.12071532489415343,-0.11797335662808482,0.25050474052725835,0.2523364485981308,-0.12071532489415343,-0.11797335662808482
128,cg019,Gait,FeatureAblation,12,54,648,214,False,0.33024691358024694,0.990827275874005,0.9906542056074766,0.23671077500142665,0.9999095507958031,0.5654205607476636,1.013748932666211,0.3561039528281284,0.876094897185111,0.7429906542056075,0.8263157895119613,0.6249836208779209
128,cg019,Gait,KernelSHAP,12,54,648,214,False,0.33024691358024694,0.990827275874005,0.9906542056074766,0.007023078662977132,0.8768350977861399,0.9906542056074766,0.8274363202502028,1.0,0.8706770159199286,0.9906542056074766,0.8181140905598918,1.0
128,cg019,Gait,MPNative,12,54,648,214,False,0.33024691358024694,0.990827275874005,0.9906542056074766,0.0,0.29716639513460524,0.5,-0.05007796224939985,0.2570430224939943,0.29716639513460524,0.5,-0.05007796224939985,0.2570430224939943
132,cg024,ABP,Random,9,38,337,31,True,0.09198813056379822,0.8157894736842102,0.8709677419354839,0.0,0.04145379346939988,0.0,-0.06981796535018506,-0.11808798230523469,0.04145379346939988,0.0,-0.06981796535018506,-0.11808798230523469
132,cg024,ABP,FeatureAblation,9,38,337,31,True,0.09198813056379822,0.8157894736842102,0.8709677419354839,0.0,0.6324794911248396,0.8064516129032258,0.7467399248402955,0.91717866797739,0.6324794911248396,0.8064516129032258,0.7467399248402955,0.91717866797739
132,cg024,ABP,KernelSHAP,9,38,337,31,True,0.09198813056379822,0.8157894736842102,0.8709677419354839,0.005275134016622357,0.5845761313334448,0.8064516129032258,0.6805569034260542,0.91717866797739,0.5814924138977422,0.8064516129032258,0.6762964561845387,0.91717866797739
132,cg024,ABP,MPNative,9,38,337,31,True,0.09198813056379822,0.8157894736842102,0.8709677419354839,0.0,0.5416513770687833,0.8064516129032258,0.6212522963364808,0.91717866797739,0.5416513770687833,0.8064516129032258,0.6212522963364808,0.91717866797739
134,cg026,ABP,Random,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.0,0.3633781891838774,0.5029239766081871,0.04732259959540704,0.25809051775883657,0.3633781891838774,0.5029239766081871,0.04732259959540704,0.25809051775883657
134,cg026,ABP,FeatureAblation,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.4967474994341475,0.7757534782882689,0.24561403508771928,0.6700115849714713,-0.1305287348436777,0.667270305557044,0.49707602339181284,0.5062013893967254,0.24925826201787032
134,cg026,ABP,KernelSHAP,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.1882288643364279,0.1729266085067373,0.25146198830409355,-0.24026034891898557,-0.12169647910271145,0.30714571265716845,0.25146198830409355,-0.037588753433643415,-0.12169647910271145
134,cg026,ABP,MPNative,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.0,0.45602402159816946,0.49122807017543857,0.187218323004703,0.24042600627690408,0.45602402159816946,0.49122807017543857,0.187218323004703,0.24042600627690408
141,cg033,ABP,Random,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.0,0.2774140636834342,0.25146198830409355,-0.08248370912611518,-0.12169647910271145,0.2774140636834342,0.25146198830409355,-0.08248370912611518,-0.12169647910271145
141,cg033,ABP,FeatureAblation,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,1.121363796187264e-14,0.9563833993207197,0.7485380116959064,0.9427637726705318,0.6290452588794183,0.9563833993207089,0.7485380116959064,0.9427637726705157,0.6290452588794183
141,cg033,ABP,KernelSHAP,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.0043862392485067795,0.6048258333896012,0.7543859649122807,0.4119098883207586,0.6378775146203847,0.6064571562652649,0.7543859649122807,0.41437319495698777,0.6378775146203847
141,cg033,ABP,MPNative,12,43,515,171,False,0.3320388349514563,0.9942880456956343,0.9941520467836257,0.0,0.9549659942758701,0.9941520467836257,0.940623483151339,1.0,0.9549659942758701,0.9941520467836257,0.940623483151339,1.0
