num,name,variant,domain_goswami,is_medical,content_group,name_group,detector,fit_on,max_features,seed,n_fit,window,n_estimators,mode,n,train_end,start0,stop0,max_anom,thr_b0,thr_bw,n_normal_b0,n_normal_bw,p1_b0,p1_bw,argmax0,p2_archive,p2_brief,max_support,p1_support_bw,train_max,train_p99,train_selfmatch_max,n_selfmatch,n_const_train,fit_s,score_s,score_file
64,DISTORTEDgaitHunt3,DISTORTED,Gait,False,cg062,gaitHunt3,MatrixProfile,full,NA,0,64000,125,NA,self_join,64000,23400,38399,39200,10.02452885394094,6.3201648731904765,6.333398074258158,39799,39549,True,True,38764,True,True,10.02452885394094,True,11.414607399347643,6.702106117336529,11.414607399347643,23276,0,0.0001,13.5061,results/gate1/MatrixProfile/scores/064_full_self_join_seed0.npy
64,DISTORTEDgaitHunt3,DISTORTED,Gait,False,cg062,gaitHunt3,MatrixProfile,train_prefix,NA,0,23400,125,NA,ab_join,64000,23400,38399,39200,10.251963459861187,6.530673156858898,6.542061578082186,39799,39549,True,True,38763,True,True,10.251963459861187,True,6.012512955890681,6.452392069879462e-07,1.3223468772544598e-06,23276,0,0.0001,9.8117,results/gate1/MatrixProfile/scores/064_train_prefix_ab_join_seed0.npy
65,DISTORTEDinsectEPG1,DISTORTED,EPG,False,cg065,insectEPG1,MatrixProfile,full,NA,0,10001,26,NA,self_join,10001,3000,6999,7030,1.2991843126663762,0.6844156565610027,0.684979539167833,6970,6918,True,True,7014,True,True,1.2991843126663762,True,0.8351070650063528,0.5130496887629982,0.8351070650063528,2975,0,0.0,0.6592,results/gate1/MatrixProfile/scores/065_full_self_join_seed0.npy
65,DISTORTEDinsectEPG1,DISTORTED,EPG,False,cg065,insectEPG1,MatrixProfile,train_prefix,NA,0,3000,26,NA,ab_join,10001,3000,6999,7030,1.601638292722737,0.8527232692868645,0.8531981243479391,6970,6918,True,True,8837,False,False,1.601638292722737,True,0.35991911476618144,2.2794393510786228e-07,2.5200150199663286e-07,2975,0,0.0,0.2871,results/gate1/MatrixProfile/scores/065_train_prefix_ab_join_seed0.npy
66,DISTORTEDinsectEPG2,DISTORTED,EPG,False,cg065,insectEPG2,MatrixProfile,full,NA,0,9998,26,NA,self_join,9998,3700,7999,8025,1.8487636134195171,0.7209904168735681,0.7083296968221162,6272,6220,True,True,8022,True,True,1.8487636134195171,True,0.8062715916331042,0.5481524635618393,0.8062715916331042,3675,0,0.0001,0.6915,results/gate1/MatrixProfile/scores/066_full_self_join_seed0.npy
66,DISTORTEDinsectEPG2,DISTORTED,EPG,False,cg065,insectEPG2,MatrixProfile,train_prefix,NA,0,3700,26,NA,ab_join,9998,3700,7999,8025,1.8487636134195171,0.8208749446618342,0.8045214677902984,6272,6220,True,True,8022,True,True,1.8487636134195171,True,0.29565073951266313,4.4951150205726494e-07,4.7450313949855144e-07,3675,0,0.0001,0.4387,results/gate1/MatrixProfile/scores/066_train_prefix_ab_join_seed0.npy
67,DISTORTEDinsectEPG3,DISTORTED,EPG,False,cg065,insectEPG3,MatrixProfile,full,NA,0,9998,26,NA,self_join,9998,5200,6999,7050,0.8390340443802453,0.6956219368923536,0.6967147739423883,4747,4695,True,True,8826,False,False,0.8390340443802453,True,0.8839482928127427,0.5838941115080825,0.8839482928127427,5175,0,0.0001,0.5618,results/gate1/MatrixProfile/scores/067_full_self_join_seed0.npy
67,DISTORTEDinsectEPG3,DISTORTED,EPG,False,cg065,insectEPG3,MatrixProfile,train_prefix,NA,0,5200,26,NA,ab_join,9998,5200,6999,7050,0.9622666389927788,0.7327431071052556,0.7332868810092255,4747,4695,True,True,8825,False,False,0.9622666389927788,True,0.23057190403010291,4.5588787021572457e-07,4.865177785549912e-07,5175,0,0.0,0.5514,results/gate1/MatrixProfile/scores/067_train_prefix_ab_join_seed0.npy
68,DISTORTEDinsectEPG4,DISTORTED,EPG,False,cg065,insectEPG4,MatrixProfile,full,NA,0,9998,26,NA,self_join,9998,1300,6507,6558,2.472488597997471,0.6826402262110842,0.6572849543576282,8647,8595,True,True,6546,True,True,2.472488597997471,True,0.7307859980326553,0.5542496288327103,0.7307859980326553,1275,0,0.0,0.617,results/gate1/MatrixProfile/scores/068_full_self_join_seed0.npy
68,DISTORTEDinsectEPG4,DISTORTED,EPG,False,cg065,insectEPG4,MatrixProfile,train_prefix,NA,0,1300,26,NA,ab_join,9998,1300,6507,6558,2.482111829107596,0.9143081671411198,0.8781746022344479,8647,8595,True,True,6549,True,True,2.482111829107596,True,0.4382164785572408,1.8626456577272922e-07,2.010276550536162e-07,1275,0,0.0001,0.2746,results/gate1/MatrixProfile/scores/068_train_prefix_ab_join_seed0.npy
69,DISTORTEDinsectEPG5,DISTORTED,EPG,False,cg065,insectEPG5,MatrixProfile,full,NA,0,10028,26,NA,self_join,10028,3200,8499,8501,3.2460473944793566,0.7795879657357832,0.7251875001252142,6826,6774,True,True,8525,True,True,5.2565145331406775,True,0.7754556504974148,0.5228131897500388,0.7754556504974148,3175,0,0.0001,0.3718,results/gate1/MatrixProfile/scores/069_full_self_join_seed0.npy
69,DISTORTEDinsectEPG5,DISTORTED,EPG,False,cg065,insectEPG5,MatrixProfile,train_prefix,NA,0,3200,26,NA,ab_join,10028,3200,8499,8501,3.3618708496245504,0.9246793016215226,0.8579758065191718,6826,6774,True,True,8525,True,True,5.377393176466974,True,0.3373879554185487,2.2794393510786228e-07,2.8429603618888426e-07,3175,0,0.0,0.4502,results/gate1/MatrixProfile/scores/069_train_prefix_ab_join_seed0.npy
70,DISTORTEDltstdbs30791AI,DISTORTED,ECG,True,cg070,ltstdbs30791AI,MatrixProfile,full,NA,0,56123,233,NA,self_join,56123,17555,52599,52800,15.910621243135916,5.469532200409097,5.115553163799692,38367,37901,True,True,52628,True,True,15.910621243135916,True,4.907540555876662,2.883042276087312,4.907540555876662,17323,0,0.0001,12.24,results/gate1/MatrixProfile/scores/070_full_self_join_seed0.npy
70,DISTORTEDltstdbs30791AI,DISTORTED,ECG,True,cg070,ltstdbs30791AI,MatrixProfile,train_prefix,NA,0,17555,233,NA,ab_join,56123,17555,52599,52800,16.585238122086484,10.12207527692785,9.938833774256175,38367,37901,True,True,52624,True,True,16.585238122086484,True,2.282994743010549,1.903036391225155e-06,2.0846719184544875e-06,17323,0,0.0001,6.1054,results/gate1/MatrixProfile/scores/070_train_prefix_ab_join_seed0.npy
71,DISTORTEDltstdbs30791AS,DISTORTED,ECG,True,cg071,ltstdbs30791AS,MatrixProfile,full,NA,0,55000,233,NA,self_join,55000,23000,52599,52800,16.356827531390273,5.256567324378719,4.997126825028113,31799,31333,True,True,52749,True,True,16.356827531390273,True,5.585692566726882,3.2534002748725315,5.585692566726882,22768,0,0.0004,11.7696,results/gate1/MatrixProfile/scores/071_full_self_join_seed0.npy
71,DISTORTEDltstdbs30791AS,DISTORTED,ECG,True,cg071,ltstdbs30791AS,MatrixProfile,train_prefix,NA,0,23000,233,NA,ab_join,55000,23000,52599,52800,16.65958913628238,8.950911010602331,8.360057096430516,31799,31333,True,True,52591,True,True,16.704086728966956,True,2.710111221126079,1.5258236079701196e-06,1.7618693415948692e-06,22768,0,0.0001,6.8642,results/gate1/MatrixProfile/scores/071_train_prefix_ab_join_seed0.npy
72,DISTORTEDltstdbs30791ES,DISTORTED,ECG,True,cg072,ltstdbs30791ES,MatrixProfile,full,NA,0,55000,233,NA,self_join,55000,20000,52599,52800,14.416081742744787,4.008316738161579,3.8104047076599015,34799,34333,True,True,52819,True,True,16.08751942762382,True,5.172138712392988,2.8916528734591225,5.172138712392988,19768,0,0.0001,10.8943,results/gate1/MatrixProfile/scores/072_full_self_join_seed0.npy
72,DISTORTEDltstdbs30791ES,DISTORTED,ECG,True,cg072,ltstdbs30791ES,MatrixProfile,train_prefix,NA,0,20000,233,NA,ab_join,55000,20000,52599,52800,15.682441172441793,9.686349044312754,9.598016078249463,34799,34333,True,True,52819,True,True,16.780000666995985,True,2.629871502829238,9.91459260889278e-07,1.1818978845836775e-06,19768,0,0.0,7.307,results/gate1/MatrixProfile/scores/072_train_prefix_ab_join_seed0.npy
73,DISTORTEDpark3m,DISTORTED,Gait,False,cg073,park3m,MatrixProfile,full,NA,0,90000,125,NA,self_join,90000,60000,72149,72495,4.954340278345765,5.403899597250573,5.405114249350927,29654,29404,False,False,69455,False,False,5.479298014026107,True,11.729349435028295,7.377517027328217,11.729349435028295,59876,0,0.0005,32.3096,results/gate1/MatrixProfile/scores/073_full_self_join_seed0.npy
73,DISTORTEDpark3m,DISTORTED,Gait,False,cg073,park3m,MatrixProfile,train_prefix,NA,0,60000,125,NA,ab_join,90000,60000,72149,72495,4.954340278345765,5.463945817174377,5.46690985724432,29654,29404,False,False,69459,False,False,5.479298014026107,True,2.181210251925119,6.826557622513346e-06,2.180933972693884e-05,59876,0,0.0003,24.2876,results/gate1/MatrixProfile/scores/073_train_prefix_ab_join_seed0.npy
74,DISTORTEDqtdbSel1005V,DISTORTED,ECG,True,cg074,qtdbSel1005V,MatrixProfile,full,NA,0,36001,188,NA,self_join,36001,4000,12399,12800,14.364548862605202,5.51822456636849,5.536360064430571,31600,31224,True,True,12703,True,True,14.364548862605202,True,7.6390230044387355,4.919537431344032,7.6390230044387355,3813,0,0.0001,5.3416,results/gate1/MatrixProfile/scores/074_full_self_join_seed0.npy
74,DISTORTEDqtdbSel1005V,DISTORTED,ECG,True,cg074,qtdbSel1005V,MatrixProfile,train_prefix,NA,0,4000,188,NA,ab_join,36001,4000,12399,12800,15.48883195292705,8.650086797245711,8.677368797282751,31600,31224,True,True,12674,True,True,15.48883195292705,True,6.93977273314363,5.252822224289043,2.9253374290516825e-06,3813,0,0.0001,1.7761,results/gate1/MatrixProfile/scores/074_train_prefix_ab_join_seed0.npy
75,DISTORTEDqtdbSel100MLII,DISTORTED,ECG,True,cg075,qtdbSel100MLII,MatrixProfile,full,NA,0,30000,189,NA,self_join,30000,4000,13399,13800,13.294120382403479,5.409368822259095,5.404029603259265,25599,25221,True,True,13683,True,True,13.294120382403479,True,8.070422557160953,4.902976533192415,8.070422557160953,3812,0,0.0001,3.6483,results/gate1/MatrixProfile/scores/075_full_self_join_seed0.npy
75,DISTORTEDqtdbSel100MLII,DISTORTED,ECG,True,cg075,qtdbSel100MLII,MatrixProfile,train_prefix,NA,0,4000,189,NA,ab_join,30000,4000,13399,13800,14.18119965383992,7.646124201754773,7.584915854027533,25599,25221,True,True,13691,True,True,14.18119965383992,True,3.26224970230808,3.1722134635999018,2.801378673415178e-06,3812,0,0.0001,1.3542,results/gate1/MatrixProfile/scores/075_train_prefix_ab_join_seed0.npy
76,DISTORTEDresperation10,DISTORTED,RESP,True,cg076,resperation10,MatrixProfile,full,NA,0,195000,125,NA,self_join,195000,48000,130699,131880,8.160556393155362,7.159382160171405,7.161050767956203,145819,145569,True,True,92304,False,False,8.160556393155362,True,10.021933394684307,6.881703154624228,10.021933394684307,47876,0,0.0008,150.1078,results/gate1/MatrixProfile/scores/076_full_self_join_seed0.npy
76,DISTORTEDresperation10,DISTORTED,RESP,True,cg076,resperation10,MatrixProfile,train_prefix,NA,0,48000,125,NA,ab_join,195000,48000,130699,131880,8.849505309374363,7.618904996705419,7.620024714205052,145819,145569,True,True,92323,False,False,8.849505309374363,True,1.1200864232975736,1.835721599019243e-05,2.6843295225388075e-05,47876,0,0.0002,48.0325,results/gate1/MatrixProfile/scores/076_train_prefix_ab_join_seed0.npy
77,DISTORTEDresperation11,DISTORTED,RESP,True,cg076,resperation11,MatrixProfile,full,NA,0,195000,125,NA,self_join,195000,58000,110799,110801,4.064144414062523,7.0981975794550785,7.101179987739125,136998,136748,False,False,59391,False,False,4.719081422731764,False,10.041599443984937,6.89612110757141,10.041599443984937,57876,0,0.0006,151.831,results/gate1/MatrixProfile/scores/077_full_self_join_seed0.npy
77,DISTORTEDresperation11,DISTORTED,RESP,True,cg076,resperation11,MatrixProfile,train_prefix,NA,0,58000,125,NA,ab_join,195000,58000,110799,110801,4.081931925044823,7.544659850436875,7.546856013681936,136998,136748,False,False,188648,False,False,4.762578250167171,False,7.316213791156761,1.2548279673516013e-05,1.988900358675475e-05,57876,0,0.0001,58.2548,results/gate1/MatrixProfile/scores/077_train_prefix_ab_join_seed0.npy
78,DISTORTEDresperation1,DISTORTED,RESP,True,cg078,resperation1,MatrixProfile,full,NA,0,200000,125,NA,self_join,200000,100000,110259,110412,8.449047209180115,6.817240706062548,6.81970508558807,99847,99597,True,True,163216,False,False,8.449047209180115,True,10.600457449369701,7.227291913201892,10.600457449369701,99876,0,0.0002,148.3823,results/gate1/MatrixProfile/scores/078_full_self_join_seed0.npy
78,DISTORTEDresperation1,DISTORTED,RESP,True,cg078,resperation1,MatrixProfile,train_prefix,NA,0,100000,125,NA,ab_join,200000,100000,110259,110412,8.449047209180115,7.10045335028166,7.1024009703526865,99847,99597,True,True,163238,False,False,8.449047209180115,True,1.0126588032449237,2.356080457693621e-07,2.0874926039758174e-06,99876,0,0.0001,109.2025,results/gate1/MatrixProfile/scores/078_train_prefix_ab_join_seed0.npy
79,DISTORTEDresperation2,DISTORTED,RESP,True,cg078,resperation2,MatrixProfile,full,NA,0,200051,125,NA,self_join,200051,30000,168249,168250,3.6597218760548453,6.8816404426682,6.883986468056239,170050,169800,False,False,174109,False,False,3.991181714980063,False,9.675974955161056,7.1452828599390426,9.675974955161056,29876,0,0.0008,153.7951,results/gate1/MatrixProfile/scores/079_full_self_join_seed0.npy
79,DISTORTEDresperation2,DISTORTED,RESP,True,cg078,resperation2,MatrixProfile,train_prefix,NA,0,30000,125,NA,ab_join,200051,30000,168249,168250,4.280803213498794,7.648263054422795,7.650759665743153,170050,169800,False,False,103528,False,False,4.529129618089938,False,1.0566864776031657,0.0,3.725290298461914e-07,29876,0,0.0001,36.9299,results/gate1/MatrixProfile/scores/079_train_prefix_ab_join_seed0.npy
80,DISTORTEDresperation2,DISTORTED,RESP,True,cg078,resperation2,MatrixProfile,full,NA,0,190050,125,NA,self_join,190050,30000,168249,168251,6.104930296932847,7.182916831586275,7.181089266218374,160048,159798,False,False,174973,False,False,7.349939230607218,True,8.682066004854956,7.028769825775445,8.682066004854956,29876,0,0.0001,123.4047,results/gate1/MatrixProfile/scores/080_full_self_join_seed0.npy
80,DISTORTEDresperation2,DISTORTED,RESP,True,cg078,resperation2,MatrixProfile,train_prefix,NA,0,30000,125,NA,ab_join,190050,30000,168249,168251,6.104930296932847,7.879085341706383,7.881596847312799,160048,159798,False,False,103571,False,False,7.447852380587631,False,0.7136606390508983,9.3845969807228e-06,1.5922293417505988e-05,29876,0,0.0001,30.2499,results/gate1/MatrixProfile/scores/080_train_prefix_ab_join_seed0.npy
81,DISTORTEDresperation3,DISTORTED,RESP,True,cg078,resperation3,MatrixProfile,full,NA,0,190100,125,NA,self_join,190100,45000,158249,158251,5.520324083101051,7.187608593550131,7.1891032089861735,145098,144848,False,False,88575,False,False,6.000310600848862,False,9.033201613090267,6.714064685360563,9.033201613090267,44876,0,0.0279,123.7065,results/gate1/MatrixProfile/scores/081_full_self_join_seed0.npy
81,DISTORTEDresperation3,DISTORTED,RESP,True,cg078,resperation3,MatrixProfile,train_prefix,NA,0,45000,125,NA,ab_join,190100,45000,158249,158251,6.0231954317679435,7.797047370185083,7.798480839445079,145098,144848,False,False,88576,False,False,6.802555810780912,False,1.378392605689137,1.500059268714705e-05,2.6975835139816502e-05,44876,0,0.0001,42.648,results/gate1/MatrixProfile/scores/081_train_prefix_ab_join_seed0.npy
82,DISTORTEDresperation4,DISTORTED,RESP,True,cg076,resperation4,MatrixProfile,full,NA,0,195250,125,NA,self_join,195250,70000,128429,128431,6.245880618338576,7.167698868403346,7.170038344458682,125248,124998,False,False,74883,False,False,6.245880618338576,False,10.887853814865705,7.242114447156714,10.887853814865705,69876,0,0.0002,124.4905,results/gate1/MatrixProfile/scores/082_full_self_join_seed0.npy
82,DISTORTEDresperation4,DISTORTED,RESP,True,cg076,resperation4,MatrixProfile,train_prefix,NA,0,70000,125,NA,ab_join,195250,70000,128429,128431,6.263867888845868,7.459058029913743,7.460124058634926,125248,124998,False,False,78125,False,False,6.27680650128606,False,1.6927965872240724,4.331601218506286e-06,8.976326420767615e-06,69876,0,0.0002,68.2702,results/gate1/MatrixProfile/scores/082_train_prefix_ab_join_seed0.npy
83,DISTORTEDresperation9,DISTORTED,RESP,True,cg076,resperation9,MatrixProfile,full,NA,0,195000,125,NA,self_join,195000,38000,143410,143511,4.318805456934278,7.21500398747527,7.215935701136344,156899,156649,False,False,182834,False,False,4.318805456934278,False,9.228552049608522,6.991022347041971,9.228552049608522,37876,0,0.0009,124.1717,results/gate1/MatrixProfile/scores/083_full_self_join_seed0.npy
83,DISTORTEDresperation9,DISTORTED,RESP,True,cg076,resperation9,MatrixProfile,train_prefix,NA,0,38000,125,NA,ab_join,195000,38000,143410,143511,4.5643420669562715,7.919021583388378,7.92123328576888,156899,156649,False,False,149423,False,False,4.5643420669562715,False,0.9775966488703706,6.869095904598301e-07,2.2537236604473253e-06,37876,0,0.0003,41.683,results/gate1/MatrixProfile/scores/083_train_prefix_ab_join_seed0.npy
84,DISTORTEDs20101mML2,DISTORTED,ECG,True,cg084,s20101mML2,MatrixProfile,full,NA,0,40000,108,NA,self_join,40000,12000,35773,35874,11.196576672072462,2.9447104705163514,2.8868106421651345,27899,27683,True,True,35788,True,True,11.196576672072462,True,4.396036112303413,2.685442769729165,4.396036112303413,11893,0,0.0008,6.5214,results/gate1/MatrixProfile/scores/084_full_self_join_seed0.npy
84,DISTORTEDs20101mML2,DISTORTED,ECG,True,cg084,s20101mML2,MatrixProfile,train_prefix,NA,0,12000,108,NA,ab_join,40000,12000,35773,35874,11.216295018504406,4.3974102181223715,4.27519481430174,27899,27683,True,True,35787,True,True,11.216295018504406,True,1.4537569261959553,6.194296387084284e-07,7.586432731960926e-07,11893,0,0.0001,3.5495,results/gate1/MatrixProfile/scores/084_train_prefix_ab_join_seed0.npy
85,DISTORTEDs20101m,DISTORTED,ECG,True,cg085,s20101m,MatrixProfile,full,NA,0,40000,108,NA,self_join,40000,10000,35773,35874,7.853703807525274,2.9625010355524846,2.913386999423618,29899,29683,True,True,35810,True,True,7.853703807525274,True,3.9932828271579335,2.759345851001126,3.9932828271579335,9893,0,0.0001,6.6074,results/gate1/MatrixProfile/scores/085_full_self_join_seed0.npy
85,DISTORTEDs20101m,DISTORTED,ECG,True,cg085,s20101m,MatrixProfile,train_prefix,NA,0,10000,108,NA,ab_join,40000,10000,35773,35874,8.060055196131328,5.184134751078848,5.044347173765743,29899,29683,True,True,35811,True,True,8.060055196131328,True,2.059732600931201,1.1793588958626615e-06,1.2485003510506995e-06,9893,0,0.0,3.1305,results/gate1/MatrixProfile/scores/085_train_prefix_ab_join_seed0.npy
86,DISTORTEDsddb49,DISTORTED,ECG,True,cg086,sddb49,MatrixProfile,full,NA,0,80000,276,NA,self_join,80000,20000,67949,68200,14.16864167781283,4.834894159052064,4.579737732560185,59749,59197,True,True,68045,True,True,14.16864167781283,True,11.942141164503973,5.2494667222964395,11.942141164503973,19725,0,0.0037,24.0884,results/gate1/MatrixProfile/scores/086_full_self_join_seed0.npy
86,DISTORTEDsddb49,DISTORTED,ECG,True,cg086,sddb49,MatrixProfile,train_prefix,NA,0,20000,276,NA,ab_join,80000,20000,67949,68200,14.687788716268992,5.487549074568072,5.364004472626524,59749,59197,True,True,68138,True,True,14.687788716268992,True,3.996247565501342,2.584567641708114e-06,3.1018763387039558e-06,19725,0,0.0001,7.5795,results/gate1/MatrixProfile/scores/086_train_prefix_ab_join_seed0.npy
87,DISTORTEDsel840mECG1,DISTORTED,ECG,True,cg087,sel840mECG1,MatrixProfile,full,NA,0,60000,172,NA,self_join,60000,17000,51369,51740,13.457941861985296,4.338954811185662,4.342510567228833,42629,42285,True,True,51650,True,True,13.457941861985296,True,9.18334159449607,3.9397612820507293,9.18334159449607,16829,0,0.0002,14.1032,results/gate1/MatrixProfile/scores/087_full_self_join_seed0.npy
87,DISTORTEDsel840mECG1,DISTORTED,ECG,True,cg087,sel840mECG1,MatrixProfile,train_prefix,NA,0,17000,172,NA,ab_join,60000,17000,51369,51740,13.767254591316094,11.51809294757267,11.52662064661556,42629,42285,True,True,24173,False,False,13.767254591316094,True,3.397138978001025,1.3679882785711885e-06,1.8539823311562288e-06,16829,0,0.0001,6.3681,results/gate1/MatrixProfile/scores/087_train_prefix_ab_join_seed0.npy
88,DISTORTEDsel840mECG2,DISTORTED,ECG,True,cg088,sel840mECG2,MatrixProfile,full,NA,0,57001,173,NA,self_join,57001,20000,49369,49740,11.1882930523324,6.697895240719038,6.702952065173033,36630,36284,True,True,49653,True,True,11.1882930523324,True,10.502915942809182,5.935379750407567,10.502915942809182,19828,0,0.0001,13.0142,results/gate1/MatrixProfile/scores/088_full_self_join_seed0.npy
88,DISTORTEDsel840mECG2,DISTORTED,ECG,True,cg088,sel840mECG2,MatrixProfile,train_prefix,NA,0,20000,173,NA,ab_join,57001,20000,49369,49740,13.69460916338839,8.095992222254697,8.107392427576803,36630,36284,True,True,49656,True,True,13.69460916338839,True,2.6633012027638427,2.4792293579112114e-06,4.413134299177787e-06,19828,0,0.0001,5.8211,results/gate1/MatrixProfile/scores/088_train_prefix_ab_join_seed0.npy
89,DISTORTEDtiltAPB1,DISTORTED,ABP,True,cg089,tiltAPB1,MatrixProfile,full,NA,0,130001,243,NA,self_join,130001,100000,114282,114350,6.0590706271010415,3.429729260843704,3.101849257880882,29933,29447,True,True,114268,True,True,6.0871969291981,True,5.403365074046092,2.9525313055100364,5.403365074046092,99758,0,0.0002,54.465,results/gate1/MatrixProfile/scores/089_full_self_join_seed0.npy
89,DISTORTEDtiltAPB1,DISTORTED,ABP,True,cg089,tiltAPB1,MatrixProfile,train_prefix,NA,0,100000,243,NA,ab_join,130001,100000,114282,114350,6.881593339832194,4.7124112578815724,4.474281671110725,29933,29447,True,True,114191,True,True,7.143989940651106,True,2.812785066492683,9.291444580626426e-07,1.5053860760166708e-06,99758,0,0.0005,49.1299,results/gate1/MatrixProfile/scores/089_train_prefix_ab_join_seed0.npy
90,DISTORTEDtiltAPB2,DISTORTED,ABP,True,cg089,tiltAPB2,MatrixProfile,full,NA,0,128767,243,NA,self_join,128767,50000,124158,124985,8.332232266854962,3.2240340852358886,3.182354350206706,77940,77454,True,True,124964,True,True,8.332232266854962,True,3.575338252264797,2.2033281898972787,3.575338252264797,49758,0,0.0004,54.596,results/gate1/MatrixProfile/scores/090_full_self_join_seed0.npy
90,DISTORTEDtiltAPB2,DISTORTED,ABP,True,cg089,tiltAPB2,MatrixProfile,train_prefix,NA,0,50000,243,NA,ab_join,128767,50000,124158,124985,15.387451574992657,11.927511871977952,11.929628500446055,77940,77454,True,True,124646,True,True,15.387451574992657,True,1.9366381112002882,2.863909604056266e-06,3.2186508178710938e-06,49758,0,0.0017,25.4887,results/gate1/MatrixProfile/scores/090_train_prefix_ab_join_seed0.npy
91,DISTORTEDtiltAPB3,DISTORTED,ABP,True,cg089,tiltAPB3,MatrixProfile,full,NA,0,129489,243,NA,self_join,129489,40000,113999,114370,6.0319524562774385,3.3267290496963615,3.297233809519703,89118,88632,True,True,114160,True,True,6.0319524562774385,True,3.4277350102030906,2.2027233394425805,3.4277350102030906,39758,0,0.0003,54.7067,results/gate1/MatrixProfile/scores/091_full_self_join_seed0.npy
91,DISTORTEDtiltAPB3,DISTORTED,ABP,True,cg089,tiltAPB3,MatrixProfile,train_prefix,NA,0,40000,243,NA,ab_join,129489,40000,113999,114370,13.636151122093201,12.506640472483936,12.506901586432585,89118,88632,True,True,123486,False,False,13.636151122093201,True,1.335072955653341,1.0895184523124045e-06,1.4691063814003751e-06,39758,0,0.001,19.7066,results/gate1/MatrixProfile/scores/091_train_prefix_ab_join_seed0.npy
92,DISTORTEDtiltAPB4,DISTORTED,ABP,True,cg089,tiltAPB4,MatrixProfile,full,NA,0,128001,243,NA,self_join,128001,20000,67994,67996,4.587636033754186,3.2115155991386275,3.1554602266746787,107999,107513,True,True,67486,False,False,4.714148878243965,True,2.8986056497632053,2.1754348296989727,2.8986056497632053,19758,0,0.0005,54.9609,results/gate1/MatrixProfile/scores/092_full_self_join_seed0.npy
92,DISTORTEDtiltAPB4,DISTORTED,ABP,True,cg089,tiltAPB4,MatrixProfile,train_prefix,NA,0,20000,243,NA,ab_join,128001,20000,67994,67996,4.636638768688599,12.657891145287955,12.659541550311085,107999,107513,False,False,94497,False,False,6.379310426745218,False,1.879260368621574,1.8142125506135546e-06,1.9710130409939827e-06,19758,0,0.0001,12.7722,results/gate1/MatrixProfile/scores/092_train_prefix_ab_join_seed0.npy
93,NOISE1sddb40,NOISE,ECG,True,cg001,1sddb40,MatrixProfile,full,NA,0,79795,208,NA,self_join,79795,35000,51999,52620,11.672819159509952,4.5840148263081915,4.542677079434363,44174,43758,True,True,52458,True,True,11.672819159509952,True,6.639369274363763,4.795171871555803,6.639369274363763,34793,0,0.0001,15.8953,results/gate1/MatrixProfile/scores/093_full_self_join_seed0.npy
93,NOISE1sddb40,NOISE,ECG,True,cg001,1sddb40,MatrixProfile,train_prefix,NA,0,35000,208,NA,ab_join,79795,35000,51999,52620,13.247982339258726,5.2426908504772465,5.19917434437687,44174,43758,True,True,52422,True,True,13.247982339258726,True,3.856502861204398,3.03925246810483e-07,7.748603820800781e-07,34793,0,0.0001,7.1364,results/gate1/MatrixProfile/scores/093_train_prefix_ab_join_seed0.npy
94,NOISEBIDMC1,NOISE,ECG,True,cg004,BIDMC1,MatrixProfile,full,NA,0,11000,81,NA,self_join,11000,2500,5399,5600,9.2887263687864,1.5666053080858717,1.5529458395851425,8299,8137,True,True,5541,True,True,9.2887263687864,True,6.448917903843176,4.887805616029153,6.448917903843176,2420,0,0.0,0.3359,results/gate1/MatrixProfile/scores/094_full_self_join_seed0.npy
94,NOISEBIDMC1,NOISE,ECG,True,cg004,BIDMC1,MatrixProfile,train_prefix,NA,0,2500,81,NA,ab_join,11000,2500,5399,5600,9.483295980720634,1.839094338140271,1.8321776820752476,8299,8137,True,True,5540,True,True,9.483295980720634,True,1.2845960314368876,1.1611465741222162,7.096458017701303e-07,2420,0,0.0,0.213,results/gate1/MatrixProfile/scores/094_train_prefix_ab_join_seed0.npy
95,NOISECIMIS44AirTemperature4,NOISE,Air Temperature,False,cg005,CIMIS44AirTemperature4,MatrixProfile,full,NA,0,8184,24,NA,self_join,8184,4000,5548,5597,2.9190497241155904,2.767733489399688,2.777704167361368,4135,4087,True,True,7206,False,False,2.9190497241155904,True,4.002920137190134,2.828405057030391,4.002920137190134,3977,0,0.0,0.1733,results/gate1/MatrixProfile/scores/095_full_self_join_seed0.npy
95,NOISECIMIS44AirTemperature4,NOISE,Air Temperature,False,cg005,CIMIS44AirTemperature4,MatrixProfile,train_prefix,NA,0,4000,24,NA,ab_join,8184,4000,5548,5597,2.981618096852462,2.8016367944078495,2.8049336558629148,4135,4087,True,True,7206,False,False,2.981618096852462,True,1.3834503178030788,2.1160053975303758e-06,2.443063441743755e-06,3977,0,0.0,0.151,results/gate1/MatrixProfile/scores/095_train_prefix_ab_join_seed0.npy
96,NOISEECG4,NOISE,ECG,True,cg013,ECG4,MatrixProfile,full,NA,0,30000,166,NA,self_join,30000,5000,16899,17100,15.33776459525613,3.4491509722676263,3.175397141853017,24799,24467,True,True,17105,True,True,15.643218535653185,True,3.749295665811823,2.413641676827975,3.749295665811823,4835,0,0.0,1.7335,results/gate1/MatrixProfile/scores/096_full_self_join_seed0.npy
